username,total seen,total posted,total ratio,daily seen,daily posted,daily ratio,weekly seen,weekly posted,weekly ratio,monthly seen,monthly posted,monthly ratio,avg seen/day,avg posted/day,avg ratio,avg days
@edouard,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@edwardthembasa,3,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0405,0.0000,0.0000,74
@edwinjunior419,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@eeelistar,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@efani,3,0,0.0000,0,0,0.0000,0,0,0.0000,2,0,0.0000,0.0405,0.0000,0.0000,74
@efdotstudio,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@efenigson,3,0,0.0000,0,0,0.0000,0,0,0.0000,1,0,0.0000,0.0405,0.0000,0.0000,74
@effmkthype,1,0,0.0000,0,0,0.0000,0,0,0.0000,1,0,0.0000,0.0135,0.0000,0.0000,74
@effortcapital,2,0,0.0000,0,0,0.0000,0,0,0.0000,1,0,0.0000,0.0270,0.0000,0.0000,74
@ega_82,12,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.1622,0.0000,0.0000,74
@egoistic1808,2,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0270,0.0000,0.0000,74
@egoldie80,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@egolimitless,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@egtvegal,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@ehuanglu,2,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0270,0.0000,0.0000,74
@eigencloud,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@einsteinowallst,3,1,0.3333,0,0,0.0000,0,0,0.0000,1,0,0.0000,0.0405,0.0135,0.3333,74
@eisbangs,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@ejyudai,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@ekattor_71,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@eksterwallets,1,0,0.0000,0,0,0.0000,0,0,0.0000,1,0,0.0000,0.0135,0.0000,0.0000,74
@el3dolo,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@el_freedomfairy,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@elanazakoff,1,0,0.0000,0,0,0.0000,0,0,0.0000,1,0,0.0000,0.0135,0.0000,0.0000,74
@elder_plinius,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@eleanorterrett,159,20,0.1258,2,0,0.0000,26,6,0.2308,87,10,0.1149,2.1486,0.2703,0.1258,74
@electric_4u,2,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0270,0.0000,0.0000,74
@electricfelix,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@electroboomguy,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@elegantoffice,1,0,0.0000,0,0,0.0000,0,0,0.0000,1,0,0.0000,0.0135,0.0000,0.0000,74
@eleven3_ofive,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@elevenlabsio,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@elia_mafhh,9,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.1216,0.0000,0.0000,74
@eliafriatisr,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@elianna_je,3,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0405,0.0000,0.0000,74
@elianoayounes,1,0,0.0000,0,0,0.0000,0,0,0.0000,1,0,0.0000,0.0135,0.0000,0.0000,74
@eliant_capital,1,0,0.0000,0,0,0.0000,0,0,0.0000,1,0,0.0000,0.0135,0.0000,0.0000,74
@eliasdaler,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@elibensasson,1,0,0.0000,0,0,0.0000,0,0,0.0000,1,0,0.0000,0.0135,0.0000,0.0000,74
@elie_mcn,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@elixirtrading,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@ellasbubbles,1,0,0.0000,0,0,0.0000,0,0,0.0000,1,0,0.0000,0.0135,0.0000,0.0000,74
@ellebeyoud,1,0,0.0000,0,0,0.0000,0,0,0.0000,1,0,0.0000,0.0135,0.0000,0.0000,74
@ellinpiscilla,9,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.1216,0.0000,0.0000,74
@elonmusk,46,0,0.0000,0,0,0.0000,0,0,0.0000,3,0,0.0000,0.6216,0.0000,0.0000,74
@elonmuskaoc,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@elroythecrazy,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@eltonbooks,2,0,0.0000,0,0,0.0000,0,0,0.0000,2,0,0.0000,0.0270,0.0000,0.0000,74
@elysiumwe,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@em3dia,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@ema_colombo,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@emanabio,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@emarged,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@embedder_dev,1,0,0.0000,0,0,0.0000,1,0,0.0000,1,0,0.0000,0.0135,0.0000,0.0000,74
@emcochranetv,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@emebok_,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@emedhealth_,4,0,0.0000,0,0,0.0000,1,0,0.0000,4,0,0.0000,0.0541,0.0000,0.0000,74
@emergentwego,1,0,0.0000,0,0,0.0000,0,0,0.0000,1,0,0.0000,0.0135,0.0000,0.0000,74
@emeriticus,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@emilio2763,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@emma6usa,6,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0811,0.0000,0.0000,74
@emmettshine,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@emmspiracy,2,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0270,0.0000,0.0000,74
@emmygisa3,6,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0811,0.0000,0.0000,74
@emocatjin,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@emp_kek_max,5,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0676,0.0000,0.0000,74
@emptysoulprime,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@emtbrides,19,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.2568,0.0000,0.0000,74
@encoredotdev,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@end3of6days9,12,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.1622,0.0000,0.0000,74
@endoxiahq,5,0,0.0000,0,0,0.0000,0,0,0.0000,5,0,0.0000,0.0676,0.0000,0.0000,74
@endtribalism,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@enezator,26,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.3514,0.0000,0.0000,74
@engine_rich,1,0,0.0000,0,0,0.0000,0,0,0.0000,1,0,0.0000,0.0135,0.0000,0.0000,74
@engineers_feed,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@enhaonly01,2,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0270,0.0000,0.0000,74
@enheiium,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@enheng456,1,0,0.0000,0,0,0.0000,0,0,0.0000,1,0,0.0000,0.0135,0.0000,0.0000,74
@enjin,1,0,0.0000,0,0,0.0000,0,0,0.0000,1,0,0.0000,0.0135,0.0000,0.0000,74
@enjoythewood,1,0,0.0000,0,0,0.0000,0,0,0.0000,1,0,0.0000,0.0135,0.0000,0.0000,74
@enmltoothtabs,1,0,0.0000,0,0,0.0000,0,0,0.0000,1,0,0.0000,0.0135,0.0000,0.0000,74
@ennesthesia,2,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0270,0.0000,0.0000,74
@ensdomains,3,0,0.0000,0,0,0.0000,0,0,0.0000,2,0,0.0000,0.0405,0.0000,0.0000,74
@entrepreneur,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@envirowelfare,1,0,0.0000,0,0,0.0000,1,0,0.0000,1,0,0.0000,0.0135,0.0000,0.0000,74
@enviusheart,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@eoniquice,6,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0811,0.0000,0.0000,74
@ep_president,2,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0270,0.0000,0.0000,74
@epaleezeldin,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@epicclipvault,102,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,1.3784,0.0000,0.0000,74
@epicgames,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@epochhealth,5,0,0.0000,0,0,0.0000,2,0,0.0000,4,0,0.0000,0.0676,0.0000,0.0000,74
@epochinspired,5,0,0.0000,0,0,0.0000,0,0,0.0000,5,0,0.0000,0.0676,0.0000,0.0000,74
@epochtimes,12,0,0.0000,0,0,0.0000,0,0,0.0000,10,0,0.0000,0.1622,0.0000,0.0000,74
@epoorg,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@epropoganda1,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@erakidney,1,0,0.0000,0,0,0.0000,0,0,0.0000,1,0,0.0000,0.0135,0.0000,0.0000,74
@erdayastronaut,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@eremika_45,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@eric_hz143,13,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.1757,0.0000,0.0000,74
@ericarn4usa,18,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.2432,0.0000,0.0000,74
@ericbalchunas,433,38,0.0878,6,1,0.1667,60,5,0.0833,214,17,0.0794,5.8649,0.5135,0.0876,74
@ericheri3,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@ericjackson,2,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0270,0.0000,0.0000,74
@ericjing_ai,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@ericldaugh,32,1,0.0312,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.4324,0.0135,0.0312,74
@ericspracklen,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@erictrump,1,0,0.0000,0,0,0.0000,0,0,0.0000,1,0,0.0000,0.0135,0.0000,0.0000,74
@erikadonalds,2,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0270,0.0000,0.0000,74
@erikr250,3,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0405,0.0000,0.0000,74
@erin4parents,5,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0676,0.0000,0.0000,74
@erinfriday75490,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@erlinghaaland,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@ernestgfx,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@ersin0x,9,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.1216,0.0000,0.0000,74
@erturklab,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@erwxxd,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@esc_event,1,0,0.0000,0,0,0.0000,0,0,0.0000,1,0,0.0000,0.0135,0.0000,0.0000,74
@escapefrommelos,2,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0270,0.0000,0.0000,74
@eshaaa33,2,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0270,0.0000,0.0000,74
@eshfeed,4,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0541,0.0000,0.0000,74
@eshorespaceflt,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@eshpatti,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@espn,14,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.1892,0.0000,0.0000,74
@espnnba,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@essel1,4,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0541,0.0000,0.0000,74
@essexgoonermr,14,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.1892,0.0000,0.0000,74
@essexpr,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@estebansuarez,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@esterificsupha,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@esthercrawford,1,0,0.0000,0,0,0.0000,0,0,0.0000,1,0,0.0000,0.0135,0.0000,0.0000,74
@estiemaddie,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@etcartman24,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@eternalfamilytv,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@etfhearsay,2,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0270,0.0000,0.0000,74
@ethanhe_42,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@ethanmgibbs,1,0,0.0000,0,0,0.0000,1,0,0.0000,1,0,0.0000,0.0135,0.0000,0.0000,74
@ethcforg,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@etheox,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@etheyyy_,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@ethicalhoopz,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@ethprofit,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@ethstatus,2,0,0.0000,0,0,0.0000,1,0,0.0000,1,0,0.0000,0.0270,0.0000,0.0000,74
@eu4horiagguk,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@eubankslastpen,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@euforea,1,0,0.0000,0,0,0.0000,1,0,0.0000,1,0,0.0000,0.0135,0.0000,0.0000,74
@eugeneiradukund,10,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.1351,0.0000,0.0000,74
@euijooumi,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@eulerfinance,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@eurofootcom,4,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0541,0.0000,0.0000,74
@euromaidanpr,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@euromaidanpress,3,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0405,0.0000,0.0000,74
@euromove,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@europaleague,2,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0270,0.0000,0.0000,74
@evafox,2,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0270,0.0000,0.0000,74
@evaholicc,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@evan_hand,2,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0270,0.0000,0.0000,74
@evanlsolomon,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@evanluthra,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@evansaacks,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@evenrealities,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@everdreamvalley,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@everett_gegae,1,0,0.0000,0,0,0.0000,0,0,0.0000,1,0,0.0000,0.0135,0.0000,0.0000,74
@everfluxgames,2,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0270,0.0000,0.0000,74
@everlightsolar,1,0,0.0000,0,0,0.0000,0,0,0.0000,1,0,0.0000,0.0135,0.0000,0.0000,74
@everton,7,0,0.0000,0,0,0.0000,0,0,0.0000,6,0,0.0000,0.0946,0.0000,0.0000,74
@everydayhero_tv,3,0,0.0000,0,0,0.0000,1,0,0.0000,3,0,0.0000,0.0405,0.0000,0.0000,74
@everythingrebs,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@evgenygaevoy,1,0,0.0000,0,0,0.0000,1,0,0.0000,1,0,0.0000,0.0135,0.0000,0.0000,74
@evillord,2,0,0.0000,0,0,0.0000,0,0,0.0000,1,0,0.0000,0.0270,0.0000,0.0000,74
@evnautilus,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@ewc_en,1,0,0.0000,0,0,0.0000,0,0,0.0000,1,0,0.0000,0.0135,0.0000,0.0000,74
@ewhispers,1,1,1.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0135,1.0000,74
@exceldictionary,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@exceltoexcel,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@exodusgame,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@explorecosmos_,2,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0270,0.0000,0.0000,74
@exposedhonifan,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@exquizitelycom,4,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0541,0.0000,0.0000,74
@exxalerts,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@eyeballsocial,1,0,0.0000,0,0,0.0000,0,0,0.0000,1,0,0.0000,0.0135,0.0000,0.0000,74
@eyeonpalestine,2,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0270,0.0000,0.0000,74
@eylonalevy,2,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0270,0.0000,0.0000,74
@eze_prop,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@ezteh_maniez,7,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0946,0.0000,0.0000,74
@f1yuriz,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@f_compounders,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@fa5hionz,2,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0270,0.0000,0.0000,74
@fabianosolana,1,0,0.0000,0,0,0.0000,0,0,0.0000,1,0,0.0000,0.0135,0.0000,0.0000,74
@fabletics_men,27,0,0.0000,0,0,0.0000,1,0,0.0000,19,0,0.0000,0.3649,0.0000,0.0000,74
@fabrazz,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@fabulasguy,2,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0270,0.0000,0.0000,74
@fadelstruggle,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@fagecoaching,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@fahadnaimb,2,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0270,0.0000,0.0000,74
@fahdahmed987,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@faheem_uh,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@fairausadv,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@faisele1,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@faizbhai06,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@fal,2,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0270,0.0000,0.0000,74
@fambizkris,1,0,0.0000,0,0,0.0000,0,0,0.0000,1,0,0.0000,0.0135,0.0000,0.0000,74
@familystylefest,1,0,0.0000,0,0,0.0000,1,0,0.0000,1,0,0.0000,0.0135,0.0000,0.0000,74
@famous_ai,3,0,0.0000,0,0,0.0000,0,0,0.0000,2,0,0.0000,0.0405,0.0000,0.0000,74
@famousdamien,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@fancojapan,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@fanstribehq,2,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0270,0.0000,0.0000,74
@fantasyalarm,1,0,0.0000,0,0,0.0000,0,0,0.0000,1,0,0.0000,0.0135,0.0000,0.0000,74
@faqirshiva,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@farlabsai,1,0,0.0000,0,0,0.0000,0,0,0.0000,1,0,0.0000,0.0135,0.0000,0.0000,74
@farmactionus,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@farmer_boycie,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@farmersguardian,3,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0405,0.0000,0.0000,74
@farmgirlcarrie,4,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0541,0.0000,0.0000,74
@farming_quat,8,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.1081,0.0000,0.0000,74
@farmokefenokee,1,0,0.0000,0,0,0.0000,0,0,0.0000,1,0,0.0000,0.0135,0.0000,0.0000,74
@farmsanctuary,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@farokh,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@farrah_yvette,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@faryarshirzad,1,0,0.0000,0,0,0.0000,0,0,0.0000,1,0,0.0000,0.0135,0.0000,0.0000,74
@farzlicioustahe,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@fashionistaera,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@fastbreakhoops5,5,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0676,0.0000,0.0000,74
@fastcompany,6,0,0.0000,0,0,0.0000,0,0,0.0000,6,0,0.0000,0.0811,0.0000,0.0000,74
@fastloanadvance,2,0,0.0000,0,0,0.0000,0,0,0.0000,2,0,0.0000,0.0270,0.0000,0.0000,74
@faststocknewss,665,94,0.1414,21,5,0.2381,127,15,0.1181,349,50,0.1433,8.9865,1.2703,0.1414,74
@fatalfury_pr,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
@fatalmeh,1,0,0.0000,0,0,0.0000,0,0,0.0000,1,0,0.0000,0.0135,0.0000,0.0000,74
@fbawaydays,1,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0.0000,0.0135,0.0000,0.0000,74
